Dates,Destination,InviaCode,Operator,MealType,Price,Hotel,Airport,Minute
"23.6. - 3.7.
							(11 dní)",Korfu,25932,Electra Tours,Snídaně,20 590 Kč,Paleo Art Nouveau (ex. Paleokastritsa),Letecky - Praha,FM
"23.6. - 3.7.
							(11 dní)",Korfu,25932,Electra Tours,All Inclusive,25 390 Kč,Paleo Art Nouveau (ex. Paleokastritsa),Letecky - Praha,FM
"23.6. - 3.7.
							(11 dní)",Korfu,25932,Electra Tours,Polopenze,23 890 Kč,Paleo Art Nouveau (ex. Paleokastritsa),Letecky - Praha,FM
"24.6. - 1.7.
							(8 dní)",Korfu,25932,Electra Tours,All Inclusive,20 050 Kč,Paleo Art Nouveau (ex. Paleokastritsa),Letecky - Praha,FM
"24.6. - 1.7.
							(8 dní)",Korfu,25932,Electra Tours,Snídaně,16 790 Kč,Paleo Art Nouveau (ex. Paleokastritsa),Letecky - Praha,FM
"22.7. - 29.7.
							(8 dní)",Korfu,89221,Electra Tours,Snídaně,28 290 Kč,Kontokali Bay Resort & Spa,Letecky - Praha,FM
"22.7. - 29.7.
							(8 dní)",Korfu,89221,Electra Tours,Plná penze,35 550 Kč,Kontokali Bay Resort & Spa,Letecky - Praha,FM
"22.7. - 29.7.
							(8 dní)",Korfu,89221,Electra Tours,Polopenze,32 590 Kč,Kontokali Bay Resort & Spa,Letecky - Praha,FM
"23.7. - 2.8.
							(11 dní)",Korfu,89221,Electra Tours,Snídaně,37 590 Kč,Kontokali Bay Resort & Spa,Letecky - Praha,FM
"23.7. - 2.8.
							(11 dní)",Korfu,89221,Electra Tours,Polopenze,43 950 Kč,Kontokali Bay Resort & Spa,Letecky - Praha,FM
"23.7. - 2.8.
							(11 dní)",Korfu,89221,Electra Tours,Plná penze,48 290 Kč,Kontokali Bay Resort & Spa,Letecky - Praha,FM
"23.7. - 6.8.
							(15 dní)",Korfu,89221,Electra Tours,Snídaně,47 150 Kč,Kontokali Bay Resort & Spa,Letecky - Praha,FM
"23.7. - 6.8.
							(15 dní)",Korfu,89221,Electra Tours,Polopenze,56 150 Kč,Kontokali Bay Resort & Spa,Letecky - Praha,FM
"23.7. - 6.8.
							(15 dní)",Korfu,89221,Electra Tours,Plná penze,62 150 Kč,Kontokali Bay Resort & Spa,Letecky - Praha,FM
"29.7. - 5.8.
							(8 dní)",Korfu,89221,Electra Tours,Polopenze,32 590 Kč,Kontokali Bay Resort & Spa,Letecky - Praha,FM
"24.8. - 7.9.
							(15 dní)",Kréta,85447,Electra Tours,Snídaně,112 350 Kč,Daios Cove Luxury Resort & Villas,Letecky - Brno,FM
"24.8. - 7.9.
							(15 dní)",Kréta,85447,Electra Tours,Polopenze,120 650 Kč,Daios Cove Luxury Resort & Villas,Letecky - Brno,FM
"24.8. - 7.9.
							(15 dní)",Kréta,85447,Electra Tours,All Inclusive,439 690 Kč,Daios Cove Luxury Resort & Villas,Letecky - Brno,FM
"27.8. - 3.9.
							(8 dní)",Kréta,85447,Electra Tours,Snídaně,57 890 Kč,Daios Cove Luxury Resort & Villas,"Letecky - Praha, Brno",FM
"27.8. - 3.9.
							(8 dní)",Kréta,85447,Electra Tours,Polopenze,61 850 Kč,Daios Cove Luxury Resort & Villas,"Letecky - Praha, Brno",FM
"27.8. - 3.9.
							(8 dní)",Kréta,85447,Electra Tours,All Inclusive,211 890 Kč,Daios Cove Luxury Resort & Villas,"Letecky - Praha, Brno",FM
"27.8. - 6.9.
							(11 dní)",Kréta,85447,Electra Tours,Snídaně,79 950 Kč,Daios Cove Luxury Resort & Villas,Letecky - Praha,FM
"27.8. - 6.9.
							(11 dní)",Kréta,85447,Electra Tours,Polopenze,85 650 Kč,Daios Cove Luxury Resort & Villas,Letecky - Praha,FM
"27.8. - 6.9.
							(11 dní)",Kréta,85447,Electra Tours,All Inclusive,301 750 Kč,Daios Cove Luxury Resort & Villas,Letecky - Praha,FM
"27.8. - 10.9.
							(15 dní)",Kréta,85447,Electra Tours,Snídaně,103 450 Kč,Daios Cove Luxury Resort & Villas,Letecky - Praha,FM
"7.9. - 10.9.
							(4 dny)",Kréta,38182,Electra Tours,All Inclusive,14 190 Kč,Silva Beach,Letecky - Praha,FM
"7.9. - 21.9.
							(15 dní)",Kréta,38182,Electra Tours,All Inclusive,33 790 Kč,Silva Beach,Letecky - Brno,FM
"10.9. - 17.9.
							(8 dní)",Kréta,38182,Electra Tours,All Inclusive,21 190 Kč,Silva Beach,"Letecky - Praha, Brno",FM
"13.9. - 17.9.
							(5 dní)",Kréta,38182,Electra Tours,All Inclusive,15 950 Kč,Silva Beach,Letecky - Praha,FM
"28.9. - 1.10.
							(4 dny)",Kréta,38182,Electra Tours,All Inclusive,12 990 Kč,Silva Beach,Letecky - Praha,FM
"8.10. - 15.10.
							(8 dní)",Kréta,38182,Electra Tours,All Inclusive,15 490 Kč,Silva Beach,Letecky - Praha,FM
"8.10. - 18.10.
							(11 dní)",Kréta,38182,Electra Tours,All Inclusive,18 690 Kč,Silva Beach,Letecky - Praha,FM
"12.8. - 19.8.
							(8 dní)",Zakynthos,78645,Electra Tours,Polopenze,17 550 Kč,Village Inn,Letecky - Praha,FM
"12.8. - 19.8.
							(8 dní)",Zakynthos,78645,Electra Tours,All Inclusive,20 250 Kč,Village Inn,Letecky - Praha,FM
"16.8. - 26.8.
							(11 dní)",Zakynthos,78645,Electra Tours,All Inclusive,24 590 Kč,Village Inn,Letecky - Praha,FM
"16.8. - 26.8.
							(11 dní)",Zakynthos,78645,Electra Tours,Polopenze,20 750 Kč,Village Inn,Letecky - Praha,FM
"19.8. - 26.8.
							(8 dní)",Zakynthos,78645,Electra Tours,All Inclusive,20 750 Kč,Village Inn,Letecky - Praha,FM
"19.8. - 26.8.
							(8 dní)",Zakynthos,78645,Electra Tours,Polopenze,18 090 Kč,Village Inn,Letecky - Praha,FM
"26.8. - 2.9.
							(8 dní)",Zakynthos,78645,Electra Tours,Polopenze,15 150 Kč,Village Inn,Letecky - Praha,FM
"26.8. - 2.9.
							(8 dní)",Zakynthos,78645,Electra Tours,All Inclusive,17 850 Kč,Village Inn,Letecky - Praha,FM
"26.8. - 6.9.
							(12 dní)",Zakynthos,78645,Electra Tours,Polopenze,18 190 Kč,Village Inn,Letecky - Praha,FM
"10.7. - 20.7.
							(11 dní)",Rhodos,25812,Electra Tours,Snídaně,22 350 Kč,Sabina,Letecky - Praha,FM
"10.7. - 20.7.
							(11 dní)",Rhodos,25812,Electra Tours,Polopenze,28 590 Kč,Sabina,Letecky - Praha,FM
"13.7. - 16.7.
							(4 dny)",Rhodos,25812,Electra Tours,Snídaně,10 150 Kč,Sabina,Letecky - Praha,FM
"13.7. - 16.7.
							(4 dny)",Rhodos,25812,Electra Tours,Polopenze,10 890 Kč,Sabina,Letecky - Praha,FM
"15.7. - 22.7.
							(8 dní)",Rhodos,25812,Electra Tours,Snídaně,18 790 Kč,Sabina,Letecky - Praha,FM
"9.9. - 16.9.
							(8 dní)",Rhodos,83461,Electra Tours,All Inclusive,24 250 Kč,Lindos White,Letecky - Praha,FM
"12.9. - 19.9.
							(8 dní)",Rhodos,83461,Electra Tours,All Inclusive,22 890 Kč,Lindos White,Letecky - Brno,FM
"13.9. - 17.9.
							(5 dní)",Rhodos,83461,Electra Tours,All Inclusive,16 690 Kč,Lindos White,Letecky - Praha,Last minute
"13.9. - 23.9.
							(11 dní)",Rhodos,83461,Electra Tours,All Inclusive,28 950 Kč,Lindos White,Letecky - Praha,FM
"16.9. - 23.9.
							(8 dní)",Rhodos,83461,Electra Tours,All Inclusive,22 990 Kč,Lindos White,Letecky - Praha,FM
"26.8. - 6.9.
							(12 dní)",Zakynthos,78645,Electra Tours,All Inclusive,21 950 Kč,Village Inn,Letecky - Praha,FM
"15.7. - 22.7.
							(8 dní)",Rhodos,25812,Electra Tours,Polopenze,23 350 Kč,Sabina,Letecky - Praha,FM
"20.7. - 30.7.
							(11 dní)",Rhodos,25812,Electra Tours,Snídaně,22 750 Kč,Sabina,Letecky - Praha,FM
"20.7. - 30.7.
							(11 dní)",Rhodos,25812,Electra Tours,Polopenze,29 050 Kč,Sabina,Letecky - Praha,FM
"22.7. - 29.7.
							(8 dní)",Rhodos,25812,Electra Tours,Snídaně,19 090 Kč,Sabina,Letecky - Praha,FM
"22.7. - 29.7.
							(8 dní)",Rhodos,25812,Electra Tours,Polopenze,23 690 Kč,Sabina,Letecky - Praha,FM
"19.9. - 26.9.
							(8 dní)",Rhodos,83461,Electra Tours,All Inclusive,22 890 Kč,Lindos White,Letecky - Brno,FM
"21.9. - 24.9.
							(4 dny)",Rhodos,83461,Electra Tours,All Inclusive,14 650 Kč,Lindos White,Letecky - Praha,Last minute
"23.9. - 30.9.
							(8 dní)",Rhodos,83461,Electra Tours,All Inclusive,21 350 Kč,Lindos White,Letecky - Praha,FM
"23.9. - 4.10.
							(12 dní)",Rhodos,83461,Electra Tours,All Inclusive,27 650 Kč,Lindos White,Letecky - Praha,FM
"27.9. - 1.10.
							(5 dní)",Rhodos,83461,Electra Tours,All Inclusive,15 150 Kč,Lindos White,Letecky - Praha,FM
"21.5. - 28.5.
							(8 dní)",Kréta,50363,Electra Tours,Polopenze,18 990 Kč,The Island,Letecky - Praha,FM
"21.5. - 28.5.
							(8 dní)",Kréta,50363,Electra Tours,Snídaně,17 990 Kč,The Island,Letecky - Praha,FM
"21.5. - 4.6.
							(15 dní)",Kréta,50363,Electra Tours,Polopenze,32 490 Kč,The Island,Letecky - Praha,FM
"21.5. - 4.6.
							(15 dní)",Kréta,50363,Electra Tours,Snídaně,30 490 Kč,The Island,Letecky - Praha,FM
"24.5. - 4.6.
							(12 dní)",Kréta,50363,Electra Tours,Polopenze,28 350 Kč,The Island,Letecky - Praha,FM
"24.5. - 4.6.
							(12 dní)",Kréta,50363,Electra Tours,Snídaně,26 690 Kč,The Island,Letecky - Praha,FM
"28.5. - 4.6.
							(8 dní)",Kréta,50363,Electra Tours,Polopenze,20 350 Kč,The Island,Letecky - Praha,FM
"28.5. - 4.6.
							(8 dní)",Kréta,50363,Electra Tours,Snídaně,19 290 Kč,The Island,Letecky - Praha,FM
"28.5. - 11.6.
							(15 dní)",Kréta,50363,Electra Tours,Polopenze,34 750 Kč,The Island,Letecky - Praha,FM
"28.5. - 11.6.
							(15 dní)",Kréta,50363,Electra Tours,Snídaně,32 750 Kč,The Island,Letecky - Praha,FM
"9.9. - 16.9.
							(8 dní)",Rhodos,52774,Electra Tours,Polopenze,21 590 Kč,Mistral,Letecky - Praha,FM
"9.9. - 16.9.
							(8 dní)",Rhodos,52774,Electra Tours,All Inclusive,23 850 Kč,Mistral,Letecky - Praha,FM
"12.9. - 19.9.
							(8 dní)",Rhodos,52774,Electra Tours,Polopenze,20 390 Kč,Mistral,Letecky - Brno,FM
"12.9. - 19.9.
							(8 dní)",Rhodos,52774,Electra Tours,All Inclusive,21 850 Kč,Mistral,Letecky - Brno,FM
"13.9. - 17.9.
							(5 dní)",Rhodos,52774,Electra Tours,All Inclusive,16 190 Kč,Mistral,Letecky - Praha,Last minute
"13.9. - 17.9.
							(5 dní)",Rhodos,52774,Electra Tours,Polopenze,15 390 Kč,Mistral,Letecky,Last minute
"16.9. - 23.9.
							(8 dní)",Rhodos,52774,Electra Tours,Polopenze,19 350 Kč,Mistral,Letecky - Praha,FM
"16.9. - 23.9.
							(8 dní)",Rhodos,52774,Electra Tours,All Inclusive,21 790 Kč,Mistral,Letecky - Praha,FM
"19.9. - 26.9.
							(8 dní)",Rhodos,52774,Electra Tours,All Inclusive,20 850 Kč,Mistral,Letecky - Brno,FM
"19.9. - 26.9.
							(8 dní)",Rhodos,52774,Electra Tours,Polopenze,19 250 Kč,Mistral,Letecky - Brno,FM
"15.7. - 22.7.
							(8 dní)",Zakynthos,32027,Electra Tours,Polopenze,21 550 Kč,Park,Letecky - Praha,FM
"15.7. - 26.7.
							(12 dní)",Zakynthos,32027,Electra Tours,Polopenze,28 490 Kč,Park,Letecky - Praha,FM
"22.7. - 29.7.
							(8 dní)",Zakynthos,32027,Electra Tours,Polopenze,21 550 Kč,Park,Letecky - Praha,FM
"26.7. - 5.8.
							(11 dní)",Zakynthos,32027,Electra Tours,Polopenze,27 590 Kč,Park,Letecky - Praha,FM
"29.7. - 5.8.
							(8 dní)",Zakynthos,32027,Electra Tours,Polopenze,22 450 Kč,Park,Letecky - Praha,FM
"5.8. - 12.8.
							(8 dní)",Zakynthos,32027,Electra Tours,Polopenze,23 090 Kč,Park,Letecky - Praha,FM
"5.8. - 16.8.
							(12 dní)",Zakynthos,32027,Electra Tours,Polopenze,30 890 Kč,Park,Letecky - Praha,FM
"12.8. - 19.8.
							(8 dní)",Zakynthos,32027,Electra Tours,Polopenze,23 090 Kč,Park,Letecky - Praha,FM
"16.8. - 26.8.
							(11 dní)",Zakynthos,32027,Electra Tours,Polopenze,28 250 Kč,Park,Letecky - Praha,FM
"19.8. - 26.8.
							(8 dní)",Zakynthos,32027,Electra Tours,Polopenze,22 490 Kč,Park,Letecky - Praha,FM
"20.8. - 3.9.
							(15 dní)",Kréta,79221,Electra Tours,All Inclusive,26 250 Kč,Koni Village,Letecky - Praha,FM
"24.8. - 7.9.
							(15 dní)",Kréta,79221,Electra Tours,All Inclusive,25 390 Kč,Koni Village,Letecky - Brno,FM
"27.8. - 3.9.
							(8 dní)",Kréta,79221,Electra Tours,All Inclusive,16 550 Kč,Koni Village,"Letecky - Praha, Brno",FM
"27.8. - 6.9.
							(11 dní)",Kréta,79221,Electra Tours,All Inclusive,20 150 Kč,Koni Village,Letecky - Praha,FM
"27.8. - 10.9.
							(15 dní)",Kréta,79221,Electra Tours,All Inclusive,24 090 Kč,Koni Village,Letecky - Praha,FM
"30.8. - 3.9.
							(5 dní)",Kréta,79221,Electra Tours,Polopenze,11 790 Kč,Koni Village,Letecky - Praha,Last minute
"30.8. - 3.9.
							(5 dní)",Kréta,79221,Electra Tours,All Inclusive,12 750 Kč,Koni Village,Letecky - Praha,Last minute
"31.8. - 14.9.
							(15 dní)",Kréta,79221,Electra Tours,Polopenze,19 190 Kč,Koni Village,Letecky - Brno,FM
"31.8. - 14.9.
							(15 dní)",Kréta,79221,Electra Tours,All Inclusive,22 590 Kč,Koni Village,Letecky - Brno,FM
"3.9. - 10.9.
							(8 dní)",Kréta,79221,Electra Tours,All Inclusive,15 550 Kč,Koni Village,"Letecky - Praha, Brno",FM
"8.7. - 15.7.
							(8 dní)",Rhodos,69964,Electra Tours,All Inclusive,32 090 Kč,Kresten Royal Villas and Spa,Letecky - Praha,FM
"8.7. - 18.7.
							(11 dní)",Rhodos,69964,Electra Tours,All Inclusive,42 990 Kč,Kresten Royal Villas and Spa,Letecky - Praha,FM
"10.7. - 20.7.
							(11 dní)",Rhodos,69964,Electra Tours,All Inclusive,42 990 Kč,Kresten Royal Villas and Spa,Letecky - Praha,FM
"13.7. - 16.7.
							(4 dny)",Rhodos,69964,Electra Tours,All Inclusive,18 790 Kč,Kresten Royal Villas and Spa,Letecky - Praha,FM
"15.7. - 22.7.
							(8 dní)",Rhodos,69964,Electra Tours,All Inclusive,32 350 Kč,Kresten Royal Villas and Spa,Letecky - Praha,FM
"19.7. - 23.7.
							(5 dní)",Rhodos,69964,Electra Tours,All Inclusive,22 250 Kč,Kresten Royal Villas and Spa,Letecky - Praha,FM
"20.7. - 30.7.
							(11 dní)",Rhodos,69964,Electra Tours,All Inclusive,42 990 Kč,Kresten Royal Villas and Spa,Letecky - Praha,FM
"22.7. - 29.7.
							(8 dní)",Rhodos,69964,Electra Tours,All Inclusive,32 350 Kč,Kresten Royal Villas and Spa,Letecky - Praha,FM
"22.7. - 2.8.
							(12 dní)",Rhodos,69964,Electra Tours,All Inclusive,45 690 Kč,Kresten Royal Villas and Spa,Letecky - Praha,FM
"25.7. - 1.8.
							(8 dní)",Rhodos,69964,Electra Tours,All Inclusive,32 650 Kč,Kresten Royal Villas and Spa,Letecky - Brno,FM
"26.8. - 2.9.
							(8 dní)",Korfu,8926,Electra Tours,Snídaně,11 690 Kč,Popi Star,Letecky - Praha,FM
"27.8. - 10.9.
							(15 dní)",Korfu,8926,Electra Tours,Snídaně,13 950 Kč,Popi Star,Letecky - Praha,FM
"31.8. - 7.9.
							(8 dní)",Korfu,8926,Electra Tours,Snídaně,11 550 Kč,Popi Star,Letecky - Brno,FM
"31.8. - 10.9.
							(11 dní)",Korfu,8926,Electra Tours,Snídaně,12 950 Kč,Popi Star,Letecky - Praha,FM
"2.9. - 9.9.
							(8 dní)",Korfu,8926,Electra Tours,Snídaně,11 450 Kč,Popi Star,Letecky - Praha,FM
"3.9. - 13.9.
							(11 dní)",Korfu,8926,Electra Tours,Snídaně,12 950 Kč,Popi Star,Letecky - Praha,FM
"3.9. - 17.9.
							(15 dní)",Korfu,8926,Electra Tours,Snídaně,13 950 Kč,Popi Star,Letecky - Praha,FM
"7.9. - 14.9.
							(8 dní)",Korfu,8926,Electra Tours,Snídaně,11 550 Kč,Popi Star,Letecky - Brno,FM
"9.9. - 16.9.
							(8 dní)",Korfu,8926,Electra Tours,Snídaně,11 450 Kč,Popi Star,Letecky - Praha,FM
"10.9. - 21.9.
							(12 dní)",Korfu,8926,Electra Tours,Snídaně,12 990 Kč,Popi Star,Letecky - Praha,FM
"17.9. - 27.9.
							(11 dní)",Kréta,46471,Electra Tours,Polopenze,15 450 Kč,Cretan Garden,Letecky - Praha,FM
"17.9. - 1.10.
							(15 dní)",Kréta,46471,Electra Tours,Polopenze,17 450 Kč,Cretan Garden,Letecky - Praha,FM
"21.9. - 24.9.
							(4 dny)",Kréta,46471,Electra Tours,Polopenze,10 850 Kč,Cretan Garden,Letecky - Praha,Last minute
"24.9. - 30.9.
							(7 dní)",Kréta,46471,Electra Tours,Polopenze,12 350 Kč,Cretan Garden,Letecky - Brno,FM
"24.9. - 1.10.
							(8 dní)",Kréta,46471,Electra Tours,Polopenze,13 090 Kč,Cretan Garden,Letecky - Praha,FM
"24.9. - 8.10.
							(15 dní)",Kréta,46471,Electra Tours,Polopenze,16 450 Kč,Cretan Garden,Letecky - Praha,FM
"27.9. - 1.10.
							(5 dní)",Kréta,46471,Electra Tours,Polopenze,11 190 Kč,Cretan Garden,Letecky - Praha,FM
"27.9. - 8.10.
							(12 dní)",Kréta,46471,Electra Tours,Polopenze,14 790 Kč,Cretan Garden,Letecky - Praha,FM
"28.9. - 1.10.
							(4 dny)",Kréta,46471,Electra Tours,Polopenze,10 590 Kč,Cretan Garden,Letecky - Praha,FM
"1.10. - 8.10.
							(8 dní)",Kréta,46471,Electra Tours,Polopenze,12 350 Kč,Cretan Garden,Letecky - Praha,FM
"27.8. - 10.9.
							(15 dní)",Kréta,30571,Electra Tours,Snídaně,25 190 Kč,Maritimo Beach,Letecky - Praha,FM
"27.8. - 10.9.
							(15 dní)",Kréta,30571,Electra Tours,Polopenze,24 190 Kč,Maritimo Beach,Letecky - Praha,FM
"30.8. - 3.9.
							(5 dní)",Kréta,30571,Electra Tours,Snídaně,13 490 Kč,Maritimo Beach,Letecky - Praha,FM
"30.8. - 3.9.
							(5 dní)",Kréta,30571,Electra Tours,Polopenze,13 250 Kč,Maritimo Beach,Letecky - Praha,FM
"31.8. - 14.9.
							(15 dní)",Kréta,30571,Electra Tours,Snídaně,25 450 Kč,Maritimo Beach,Letecky - Brno,FM
"31.8. - 14.9.
							(15 dní)",Kréta,30571,Electra Tours,Polopenze,24 550 Kč,Maritimo Beach,Letecky - Brno,FM
"3.9. - 10.9.
							(8 dní)",Kréta,30571,Electra Tours,Polopenze,16 490 Kč,Maritimo Beach,Letecky - Praha,FM
"3.9. - 10.9.
							(8 dní)",Kréta,30571,Electra Tours,Snídaně,16 950 Kč,Maritimo Beach,Letecky - Praha,FM
"7.9. - 10.9.
							(4 dny)",Kréta,30571,Electra Tours,Snídaně,12 390 Kč,Maritimo Beach,Letecky - Praha,FM
"7.9. - 10.9.
							(4 dny)",Kréta,30571,Electra Tours,Polopenze,12 190 Kč,Maritimo Beach,Letecky - Praha,FM
"21.9. - 1.10.
							(11 dní)",Korfu,21811,Electra Tours,Bez stravy,11 550 Kč,Studia Bruskos,Letecky - Praha,FM
"21.9. - 1.10.
							(11 dní)",Korfu,21811,Electra Tours,Snídaně,13 250 Kč,Studia Bruskos,Letecky - Praha,FM
"23.9. - 30.9.
							(8 dní)",Korfu,21811,Electra Tours,Snídaně,11 750 Kč,Studia Bruskos,Letecky - Praha,FM
"23.9. - 30.9.
							(8 dní)",Korfu,21811,Electra Tours,Bez stravy,10 650 Kč,Studia Bruskos,Letecky - Praha,FM
"10.8. - 20.8.
							(11 dní)",Korfu,58358,Electra Tours,Snídaně,21 390 Kč,Ariti Grand,Letecky - Praha,FM
"10.8. - 20.8.
							(11 dní)",Korfu,58358,Electra Tours,Polopenze,23 090 Kč,Ariti Grand,Letecky - Praha,FM
"12.8. - 19.8.
							(8 dní)",Korfu,58358,Electra Tours,Snídaně,17 490 Kč,Ariti Grand,Letecky - Praha,FM
"12.8. - 19.8.
							(8 dní)",Korfu,58358,Electra Tours,Polopenze,18 650 Kč,Ariti Grand,Letecky - Praha,FM
"13.8. - 23.8.
							(11 dní)",Korfu,58358,Electra Tours,Snídaně,21 390 Kč,Ariti Grand,Letecky - Praha,FM
"13.8. - 23.8.
							(11 dní)",Korfu,58358,Electra Tours,Polopenze,23 090 Kč,Ariti Grand,Letecky - Praha,FM
"13.8. - 27.8.
							(15 dní)",Korfu,58358,Electra Tours,Snídaně,25 050 Kč,Ariti Grand,Letecky - Praha,FM
"13.8. - 27.8.
							(15 dní)",Korfu,58358,Electra Tours,Polopenze,27 450 Kč,Ariti Grand,Letecky - Praha,FM
"19.8. - 26.8.
							(8 dní)",Korfu,58358,Electra Tours,Snídaně,17 090 Kč,Ariti Grand,Letecky - Praha,FM
"19.8. - 26.8.
							(8 dní)",Korfu,58358,Electra Tours,Polopenze,18 290 Kč,Ariti Grand,Letecky - Praha,FM
"24.6. - 1.7.
							(8 dní)",Korfu,25932,Electra Tours,Polopenze,19 050 Kč,Paleo Art Nouveau (ex. Paleokastritsa),Letecky - Praha,FM
"24.6. - 8.7.
							(15 dní)",Korfu,25932,Electra Tours,All Inclusive,31 450 Kč,Paleo Art Nouveau (ex. Paleokastritsa),Letecky - Praha,FM
"24.6. - 8.7.
							(15 dní)",Korfu,25932,Electra Tours,Snídaně,24 690 Kč,Paleo Art Nouveau (ex. Paleokastritsa),Letecky - Praha,FM
"24.6. - 8.7.
							(15 dní)",Korfu,25932,Electra Tours,Polopenze,29 350 Kč,Paleo Art Nouveau (ex. Paleokastritsa),Letecky - Praha,FM
"25.6. - 5.7.
							(11 dní)",Korfu,25932,Electra Tours,Snídaně,20 590 Kč,Paleo Art Nouveau (ex. Paleokastritsa),Letecky - Praha,FM
"25.6. - 5.7.
							(11 dní)",Korfu,25932,Electra Tours,All Inclusive,25 390 Kč,Paleo Art Nouveau (ex. Paleokastritsa),Letecky - Praha,FM
"25.6. - 5.7.
							(11 dní)",Korfu,25932,Electra Tours,Polopenze,23 890 Kč,Paleo Art Nouveau (ex. Paleokastritsa),Letecky - Praha,FM
"26.6. - 10.7.
							(15 dní)",Korfu,25932,Electra Tours,Snídaně,24 690 Kč,Paleo Art Nouveau (ex. Paleokastritsa),Letecky - Praha,FM
"26.6. - 10.7.
							(15 dní)",Korfu,25932,Electra Tours,All Inclusive,31 450 Kč,Paleo Art Nouveau (ex. Paleokastritsa),Letecky - Praha,FM
"26.6. - 10.7.
							(15 dní)",Korfu,25932,Electra Tours,Polopenze,29 350 Kč,Paleo Art Nouveau (ex. Paleokastritsa),Letecky - Praha,FM
"29.7. - 5.8.
							(8 dní)",Korfu,89221,Electra Tours,Snídaně,28 290 Kč,Kontokali Bay Resort & Spa,Letecky - Praha,FM
"29.7. - 5.8.
							(8 dní)",Korfu,89221,Electra Tours,Plná penze,35 550 Kč,Kontokali Bay Resort & Spa,Letecky - Praha,FM
"30.7. - 10.8.
							(12 dní)",Korfu,89221,Electra Tours,Polopenze,52 390 Kč,Kontokali Bay Resort & Spa,Letecky - Praha,FM
"30.7. - 10.8.
							(12 dní)",Korfu,89221,Electra Tours,Plná penze,57 090 Kč,Kontokali Bay Resort & Spa,Letecky - Praha,FM
"30.7. - 10.8.
							(12 dní)",Korfu,89221,Electra Tours,Snídaně,45 450 Kč,Kontokali Bay Resort & Spa,Letecky - Praha,FM
"30.7. - 13.8.
							(15 dní)",Korfu,89221,Electra Tours,Polopenze,63 690 Kč,Kontokali Bay Resort & Spa,Letecky - Praha,FM
"30.7. - 13.8.
							(15 dní)",Korfu,89221,Electra Tours,Snídaně,54 850 Kč,Kontokali Bay Resort & Spa,Letecky - Praha,FM
"30.7. - 13.8.
							(15 dní)",Korfu,89221,Electra Tours,Plná penze,69 650 Kč,Kontokali Bay Resort & Spa,Letecky - Praha,FM
"2.8. - 13.8.
							(12 dní)",Korfu,89221,Electra Tours,Polopenze,52 390 Kč,Kontokali Bay Resort & Spa,Letecky - Praha,FM
"2.8. - 13.8.
							(12 dní)",Korfu,89221,Electra Tours,Snídaně,45 450 Kč,Kontokali Bay Resort & Spa,Letecky - Praha,FM
"27.8. - 10.9.
							(15 dní)",Kréta,85447,Electra Tours,Polopenze,111 050 Kč,Daios Cove Luxury Resort & Villas,Letecky - Praha,FM
"27.8. - 10.9.
							(15 dní)",Kréta,85447,Electra Tours,All Inclusive,397 190 Kč,Daios Cove Luxury Resort & Villas,Letecky - Praha,FM
"30.8. - 3.9.
							(5 dní)",Kréta,85447,Electra Tours,Snídaně,34 990 Kč,Daios Cove Luxury Resort & Villas,Letecky - Praha,Last minute
"30.8. - 3.9.
							(5 dní)",Kréta,85447,Electra Tours,Polopenze,37 090 Kč,Daios Cove Luxury Resort & Villas,Letecky - Praha,Last minute
"30.8. - 3.9.
							(5 dní)",Kréta,85447,Electra Tours,All Inclusive,114 850 Kč,Daios Cove Luxury Resort & Villas,Letecky - Praha,Last minute
"31.8. - 14.9.
							(15 dní)",Kréta,85447,Electra Tours,Snídaně,103 490 Kč,Daios Cove Luxury Resort & Villas,Letecky - Brno,FM
"31.8. - 14.9.
							(15 dní)",Kréta,85447,Electra Tours,Polopenze,111 050 Kč,Daios Cove Luxury Resort & Villas,Letecky - Brno,FM
"31.8. - 14.9.
							(15 dní)",Kréta,85447,Electra Tours,All Inclusive,393 250 Kč,Daios Cove Luxury Resort & Villas,Letecky - Brno,FM
"3.9. - 10.9.
							(8 dní)",Kréta,85447,Electra Tours,Snídaně,54 550 Kč,Daios Cove Luxury Resort & Villas,"Letecky - Praha, Brno",FM
"3.9. - 10.9.
							(8 dní)",Kréta,85447,Electra Tours,Polopenze,58 190 Kč,Daios Cove Luxury Resort & Villas,"Letecky - Praha, Brno",FM
"28.5. - 4.6.
							(8 dní)",Kréta,21955,Electra Tours,All Inclusive,12 990 Kč,Nicolas Villas,Letecky - Praha,FM
"28.5. - 11.6.
							(15 dní)",Kréta,21955,Electra Tours,All Inclusive,18 790 Kč,Nicolas Villas,Letecky - Praha,FM
"1.6. - 4.6.
							(4 dny)",Kréta,21955,Electra Tours,All Inclusive,11 090 Kč,Nicolas Villas,Letecky - Praha,Last minute
"1.6. - 15.6.
							(15 dní)",Kréta,21955,Electra Tours,All Inclusive,19 150 Kč,Nicolas Villas,Letecky - Brno,FM
"4.6. - 11.6.
							(8 dní)",Kréta,21955,Electra Tours,All Inclusive,12 990 Kč,Nicolas Villas,"Letecky - Praha, Brno",FM
"4.6. - 14.6.
							(11 dní)",Kréta,21955,Electra Tours,All Inclusive,16 250 Kč,Nicolas Villas,Letecky - Praha,FM
